NACA1810;;;;;;NACA651210;;;;;;NACA650810;;;;;;NACA650410;;;;;
X18_8;Y18_8;X18_14;Y18_14;X18_21;Y18_21;X12_5;Y12_5;X12_16;Y12_16;X12_25;Y12_25;X8_9;Y8_9;X8_13;Y8_13;X8_22;Y8_22;X4_4;Y4_4;X4_6;Y4_6;X4_15;Y4_15
0.003479975751437;0.598347107438016;0.004341857909397;0.004775637826284;0.001451378809869;0.02916298180064;0.007180173610764;0.131626127521002;0.019635343618513;0.496666666666666;0.018544935805992;0.108169014084507;0.001338656518514;0.02254602311994;0.009485094850949;0.545895020188425;0.023066485753053;0.445305658439987;0.049709741121466;0.806710852276006;0.0567081604426;0.605815191648193;0.04075691411936;0.196581196581197
0.055226869863487;0.783471074380165;0.043553306637899;0.399930739667408;0.043541364296081;0.169350095418636;0.0331238949545;0.766137709896212;0.044880785413745;0.536666666666667;0.04564907275321;0.211830985915493;0.042791661149395;0.802009798675492;0.036585365853659;0.471601615074024;0.050203527815468;0.211674795555393;0.090829904016349;0.856323809417454;0.106500691562932;0.745624206597321;0.096797671033479;0.370370370370371
0.10793296346601;0.59504132231405;0.09242533065179;0.396855057696965;0.087082728592163;0.257067537776048;0.060242335853919;0.985455453555624;0.100981767180926;0.596666666666666;0.095577746077033;0.356056338028169;0.098171772486437;0.846932064088634;0.05420054200542;0.578196500672947;0.096336499321574;0.362826652975907;0.199084646896677;0.929018256808846;0.201244813278008;0.812384092157866;0.200145560407569;0.532763532763533
0.198458374578911;0.591735537190083;0.19854950315;0.397383395402484;0.194484760522496;0.391804575863105;0.108689528414029;1.2418320031166;0.150070126227209;0.66;0.141226818830243;0.437183098591549;0.195465618475637;0.85306158726934;0.105691056910569;0.668640646029609;0.202170963364993;0.53966628772599;0.303196290940089;0.93321868154162;0.298063623789765;0.848451088501108;0.290393013100437;0.646723646723647
0.300056784609836;0.528925619834711;0.29072612151013;0.454265136575642;0.294629898403483;0.398219416317222;0.147105654836228;1.34971920606539;0.196353436185133;0.666666666666667;0.198288159771755;0.48225352112676;0.294125329449174;0.833414898267546;0.199186991869919;0.739703903095558;0.305291723202171;0.62570684660237;0.405938069420171;0.937413894829316;0.396265560165975;0.876841546827336;0.397379912663755;0.695156695156696
0.391978790180867;0.528925619834711;0.389869390717428;0.458077710609046;0.39622641509434;0.410473623411629;0.20395369047738;1.40016022535436;0.308555399719495;0.663333333333333;0.299572039942939;0.545352112676056;0.403592243047784;0.820176347136491;0.306233062330623;0.762314939434724;0.400271370420624;0.662052880560344;0.503189218264626;0.918762132895572;0.497925311203319;0.855355728604179;0.491266375545852;0.737891737891738
0.495012162649539;0.502479338842975;0.491796849840009;0.432033229779155;0.490566037735849;0.44600913141537;0.306282152453825;1.49432958075697;0.401122019635344;0.67;0.399429386590585;0.594929577464789;0.50632415440623;0.768301774536141;0.411924119241192;0.762314939434724;0.502713704206242;0.698366643441271;0.601789759138176;0.858267678431504;0.605117565698478;0.824259648723924;0.59315866084425;0.717948717948718
0.598064719108021;0.492561983471074;0.592332689086406;0.422576774074641;0.590711175616836;0.423269452919049;0.407152204097534;1.52436883796662;0.493688639551192;0.643333333333333;0.496433666191155;0.630985915492958;0.598225282469223;0.751898334660502;0.512195121951219;0.742934051144011;0.598371777476255;0.672007040962266;0.707938519837924;0.826334548716775;0.697095435684647;0.76445480209932;0.695778748180495;0.706552706552707
0.703860586109257;0.446280991735537;0.687276394429325;0.389859543410261;0.701015965166908;0.435574437114676;0.499465582515059;1.49705301221668;0.601683029453015;0.583333333333333;0.594864479315264;0.617464788732395;0.703659901432798;0.700015055351089;0.602981029810298;0.700942126514132;0.697421981004071;0.654281418460524;0.809990712460379;0.821016269014795;0.802904564315353;0.731446219140188;0.793304221251819;0.686609686609687
0.79990331269136;0.396694214876033;0.794795987455385;0.387075837540237;0.802612481857765;1.01925721563765;0.601674175149087;1.38869112667193;0.698457223001402;0.583333333333333;0.691868758915834;0.590422535211268;0.803714499754217;0.603048436510859;0.711382113821138;0.671870794078062;0.797150610583446;0.621417727089369;0.80736730823278;1.05877802780306;0.800829875518672;0.978851437124614;0.801310043668122;0.905982905982906
